name,brand,family,notes_top,notes_heart,notes_base
fortnum-mason-taif-oud,roja-dove,amber,aldehydes|bergamot,rose|cassis|cloves|geranium|jasmine|ylang-ylang,agarwood (oud)|benzoin|musk|olibanum|labdanum|vanilla|patchouli
fabulous-mandawa,salvador-dali,leather,raspberry|saffron,cedar|violet,leather|precious woods|musk
casablanca,swiss-arabian,fruity,apple|grapes,white woods|iris|patchouli,caramel|amber|suede|musk|peru balsam
tobacco-oud,tom-ford,warm spicy,whiskey,spicy notes|cinnamon|coriander,tobacco|agarwood (oud)|incense|sandalwood|patchouli|benzoin|vanilla|cedar
essenza-del-tempo,trussardi,powdery,bergamot|ginger|carrot seeds|amber,iris|ambrette (musk mallow)|floral notes|balsamic vinegar,cedar|coffee|resins
trussardi-jeans-men,trussardi,fruity,black currant|fig leaf,litchi|rosemary|vetiver,cedar|musk
valentino-donna-born-in-roma-pink-pp,valentino,vanilla,calabrian mandarin,orange blossom,bourbon vanilla
valentino-donna-noir-absolu,valentino,leather,pepper,liquor|plum|rose,leather|sandalwood
van-cleef-arpels-pour-homme,van-cleef-arpels,aromatic,lavender|juniper berries|basil|green notes|caraway|sage|bergamot|marjoram|citruses,rose|carnation|patchouli|vetiver|cloves|jasmine|cedar|spicy notes|artemisia|orris root,leather|oakmoss|musk|sandalwood|labdanum|amber|coconut
moonlight-patchouli,van-cleef-arpels,woody,patchouli leaf|cacao|woodsy notes,bulgarian rose|iris flower,suede|leather|fruity notes
heavenly-dream-angel,victoria-s-secret,fruity,raspberry|strawberry|mandarin orange,musk|floral notes,crystal amber|vanilla|tonka bean
bombshell-passion,victoria-s-secret,rose,cassis,peony,rose
pink-all-my-heart,victoria-s-secret,fruity,red berries|tangerine|passionfruit,peach blossom|peony|jasmine,vanille|woodsy notes|musk
apollonia,xerjoff,powdery,white flowers,orris,white musk
cinema-eau-de-toilette,yves-saint-laurent,floral,clementine|mimosa|cyclamen,jasmine|amaryllis|peony,bourbon vanilla|amber|white musk
kouros-eau-de-toilette-tonique-2011,yves-saint-laurent,woody,bergamot|amalfi lemon,sea water,incense|woodsy notes|patchouli
velours,yves-saint-laurent,amber,black tea|pink pepper|black pepper,orris root|olibanum|jasmine,vanilla|amberwood|musk
y-eau-de-toilette,yves-saint-laurent,aromatic,aldehydes|bergamot|ginger,lavender|clary sage|geranium,ambergris|vanilla|cedar|olibanum
y-eau-fraiche,yves-saint-laurent,aromatic,lemon|ginger|pepper,mint|geranium|juniper berries|lavender,cedar|olibanum
mundaka,zara,aromatic,bergamot,sea notes,vetiver
unexplored-noir,zara,woody,cardamom|pink pepper,pine tar|cashmeran|iris|violet,caramel|sandalwood|patchouli
forbidden-pink,zara,citrus,neroli|orange,powdery notes|orange blossom|rose,vanilla|tonka bean
spell-caramel,zara,warm spicy,blood orange|ginger|cardamom,licorice|davana,caramel|vanilla|osmanthus
zara-night-pour-homme-iii,zara,aromatic,cardamom|bergamot,lavender,amber|cedar
accord-no-1-floral,zara,white floral,bergamot,jasmine|lotus|honeysuckle,vanilla
accord-no-4-chypre,zara,rose,peony|pomegranate,rose|apricot,patchouli|musk
extreme-6-0,zara,iris,pear|bergamot,iris|leather,amber|cedar
frosted-cream-2019,zara,vanilla,mandarin orange,strawberry|floral notes,vanilla
zen-original,shiseido,floral,hiacynth|galbanum|bergamot|orange blossom,carnation|orris root|narcissus|jasmine|mimosa|violet|rose,oakmoss|musk|sandalwood|cedar|amber
shah-ryar,rania-j,fruity,caramel|osmanthus|bergamot,plum|labdanum,agarwood (oud)|beeswax|hay|sandalwood|vanilla|vetiver|cedar|oakmoss|musk
bergamota-flor-de-laranjeira,granado,citrus,bergamot|sicilian lemon|fennel,neroli|jasmine|ginger,musk|cedar|sandalwood
rose-de-vigne,caudalie,rose,rose,grasse rose|black currant,musk|magnolia|amber
paris-izmir,carven,amber,freesia|bergamot,rose|myrrh,sandalwood|benzoin|patchouli
paris-santorin,carven,woody,fig leaf|bergamot|pink pepper,fig|iris|immortelle,sandalwood|cashmeran|tonka bean
parco-palladiano-ii-cipresso,bottega-veneta,woody,pink pepper|amberwood,cypress leaf|green notes|ginger|coriander,guaiac wood|patchouli
prelude,balenciaga,amber,aldehydes|orange|bergamot,carnation|ylang-ylang|cinnamon|jasmine|rose|orchid,tolu balsam|benzoin|amber|civet|vanilla|patchouli
feu-de-bengale,lesquendieu,vanilla,almond|davana|fig,tolu balsam|iris|mandarin orange|rose,vanilla|tonka bean|musk
athunis,sigilli,woody,virginia cedar,vetiver,woodsy notes|musk
rosendo-mateu-no-5-floral-amber-sensual-musk,rosendo-mateu-olfactive-expressions,amber,spices|exotic floral notes,carnation|lily-of-the-valley,amber|vanilla|musk
baghdad,abdul-karim-al-faransi,rose,rose|spices,saffron|woody notes|sweet notes,indian oud|sandalwood
mukhallat-bushi-sensei,abdul-karim-al-faransi,woody,papaya|japanese cherry blossom|black tea,aloe vera|woody notes,cambodian oud
genes,acqua-di-genova,citrus,bergamot|amalfi lemon|neroli|orange|rosemary,jasmine|rose|african orange flower,musk|sandalwood|patchouli|amber
splendid-vanille,alexandria-fragrances,vanilla,bourbon vanilla|vanilla orchid,tonka bean,bergamot|lemon|musk
sweet-smoke,alexandria-fragrances,vanilla,tobacco,vanilla|tonka bean|coffee|tobacco blossom,dried fruits|wood resin
bamboo-green-tea,amberfig,citrus,yuzu|citruses|grapefruit,bamboo|green tea|lemon balm|neroli,patchouli|vetiver|atlas cedar|virginia cedar
rose-sauvage,antonio-visconti,vanilla,bulgarian rose|carnation|mandarin orange|bergamot,iris|tonka bean|patchouli|jasmine,bulgarian rose|vanilla|amber|tuberose
terre-de-feu,antonio-visconti,woody,clove|carnation|mandarin orange,pine|virginia cedar|jasmine,tobacco|tonka bean|vanille|angelica|vetiver|musk
baldessarini-eau-de-cologne-concentree,baldessarini,citrus,tangerine|lemon blossom|mint,patchouli|caraway,musk|resin|sandalwood
chariot,boadicea-the-victorious,fruity,red berries|black currant|apple|lime|bergamot,rose|nutmeg|cherry blossom|cardamom|ylang-ylang|freesia|jasmine|neroli|tuberose,agarwood (oud)|vanilla|benzoin|saffron|sandalwood|musk|papyrus|cedar|patchouli|moss
harmonious,boadicea-the-victorious,woody,ambrette (musk mallow)|rum|cognac|cardamom|saffron|bergamot|cinnamon,orris root|may rose|cashmere wood|coriander,leather|musk|vanilla|sandalwood|amber|vetiver
vetiver-imperiale-by-four,boadicea-the-victorious,citrus,tunisian neroli|bergamot|mandarin orange,black pepper|white pepper|pink pepper|patchouli,vetiver|amber|atlas cedar
almas,boadicea-the-victorious,warm spicy,pineapple|saffron|coriander|cardamom|cassis|artemisia,turkish rose|indian jasmine|geranium|neroli,agarwood (oud)|suede|sandalwood|cedar|amber|vanilla|white musk|patchouli|moss
nefarious,boadicea-the-victorious,oud,peach|saffron,rose|orange|neroli,agarwood (oud)|amber|musk|sandalwood
iris-de-syracuse,boucheron,powdery,pear|pepper|mandarin orange,iris|heliotrope|jasmine,white musk|vanilla|patchouli
madison,brooks-brothers,leather,raspberry|pink pepper|peony|mandarin orange|jasmine,saffron|rose|amber,leather|vanille|patchouli|benzoin|musk
ed-hardy-villain-for-women,christian-audigier,aquatic,watermelon|litchi|citruses,lotus|magnolia|freesia,creme brulee|iris|sandalwood
hyperbole,courreges,vanilla,white pepper|bergamot,tobacco|patchouli,tonka bean|vanilla
l-eau-de-liesse,courreges,powdery,macadamia|aldehydes|neroli|citruses,heliotrope|iris|jasmine sambac,ambroxan|white musk
baume-et-bois,adopt-parfums,amber,nutmeg|pink pepper,sandalwood|patchouli,benzoin|amber|vanilla
lld-live-love-dream,aeropostale,sweet,orange|pink pepper|pineapple,lily-of-the-valley,raspberry|musk|white woods
pavilion,andrea-maack,sweet,praline|honey|saffron,rose|patchouli,vanilla|agarwood (oud)|amber
aramis-special-blend,aramis,woody,cinnamon|clary sage|bergamot,whiskey|cypriol oil or nagarmotha,virginian cedar|ambertonic|cashmeran|tonka bean
genders,de-gabor,warm spicy,cinnamon|clove|saffron|caraway|mandarin orange|calabrian bergamot,sandalwood|vanilla|saffron|tobacco|cedar|jasmine|hay|tonka bean|patchouli|rose|tuberose|ylang-ylang,musk|agarwood (oud)|incense|haitian vetiver|ambergris|white leather
annicke-5,eight-bob,sweet,rum|bergamot|lily-of-the-valley,honey|amber|plum,caramel|vanilla|patchouli
vivara-1965,emilio-pucci,green,aldehydes|green notes|galbanum|peach|bergamot|spices,carnation|jasmine|ylang-ylang|rose|lily-of-the-valley,leather|oak moss|benzoin|amber|olibanum|vetiver|sandalwood|patchouli
blue-touch,franck-olivier,citrus,lemon|bergamot|green notes|tangerine|pink pepper,melon|patchouli|woody notes|vetiver|sage|galbanum,musk|amber|oakmoss
bitter-sweet,george-gina-lucy,vanilla,angelica|black pepper|bergamot,suede|heliotrope|jasmine,black vanilla husk|tonka bean|opoponax
him,hanae-mori,warm spicy,violet leaf|pepper|cardamom|mandarin orange|bergamot,cinnamon|tonka bean|fig tree,amber|white cedar extract|teak wood|balsam fir|musk
eterna-blue,hinode,fruity,green apple|pear|red apple|tangerine,freesia|lily|violet|rose,musk|woodsy notes|solar notes
orca,house-of-matriarch,amber,spices|amber|benzoin,honey|precious woods|choya loban,ambergris|labdanum
lys-nobilis,jul-et-mad-paris,white floral,peach blossom|clementine|bergamot,lily|freesia|violet|jasmine|pink pepper,musk|white woods|vanilla|patchouli
wasim-akram-502,junaid-jamshed,aromatic,cardamom|apple|sweet orange,juniper berries|lavender|clary sage,patchouli|amber|oakmoss
saffron-tobacco,korres,warm spicy,saffron|bergamot,cacao|tobacco blossom,tobacco|patchouli|guaiac wood
olivier-onde-eau-de-parfum,l-occitane-en-provence,woody,eucalyptus|elemi resin|lime|star anise,cypress|olive tree|geranium,cedar|vetiver|violet|patchouli
verbena-sorbet,l-occitane-en-provence,citrus,lime|grapefruit,lemon verbena|mint,woodsy notes|musk
verveine-fleur-de-carotte,l-occitane-en-provence,citrus,lemongrass|green leaves|litsea cubeba,verbena|carrot seeds|angelica,ambrette|blonde woods|ambrofix™
amburana-ao-sol,l-occitane-au-bresil,caramel,coconut|fruits|bergamot,frangipani|gardenia|white flowers,caramel|amber
flor-de-acerola,l-occitane-au-bresil,sweet,acerola|mandarin orange|lemon,sugar cane|acerola blossom|rose|jasmine,coconut|musk
aqua-mahana,le-couvent-maison-de-parfum,floral,sea salt,frangipani|ylang-ylang,vanilla|sandalwood
encre-de-vigne,les-senteurs-gourmandes,woody,vine|eucalyptus|anise|dew drop|green notes|orange|bergamot,nutmeg|saffron|jasmine,sandalwood|amber|patchouli|musk
kismet,lubin,amber,bergamot|lemon|petitgrain,patchouli|rose de mai|bulgarian rose,opoponax|bourbon vanilla|labdanum
infusion,marks-spencer,floral,freesia,orchid|gardenia,vanilla|amber
massimo,massimo-dutti,aromatic,amalfi lemon|mint|thyme|tarragon|lavender|galbanum|mandarin orange|bergamot,geranium|cardamom|juniper berries|cinnamon,sandalwood|virginia cedar|patchouli|musk
colour-me-white,milton-lloyd,aromatic,bergamot|green tea|basil,sea notes|lemon|cardamom,leather|woody notes|vetiver|amber|musk
no-9-victor,milton-lloyd,fruity,fruity notes|citruses,woody notes|floral notes,oakmoss|musk|vanilla
gods,mirko-buffini-firenze,woody,black pepper|nutmeg|bergamot,vetiver|orris root|suede,cedar|incense|musk
les-fleurs-fleur-de-figuer,molinard,green,orange,fig leaf|galbanum,virginia cedar
tiba,nilafar-du-nil,warm spicy,damask rose|cloves|neroli|nutmeg|saffron|citron|lime (linden) blossom|raisin,turkish rose|rose|dark chocolate|red wine|cherry|pimento|cacao|bourbon whiskey|cardamom,vanilla|amber|sandalwood|suede|oak tree|musk|tobacco
patchouli-nobile,nobile-1942,woody,incense|pepper|amalfi lemon,patchouli|french labdanum|guaiac wood|jasmine,sandalwood|tonka bean|virginia cedar|oak moss
pineapple-vintage-vanilla-intense,parfums-vintage,fruity,pineapple|apple|juniper berries,vanilla|bergamot|jasmine|rose,ambergris|birch|patchouli|musk
sandal-amber,parfums-vintage,amber,incense,amber|sandalwood|olibanum,labdanum|patchouli|vanilla
paul-smith-london-men,paul-smith,aromatic,mint|violet|violet leaf|green mandarin|orange,lavender|vetiver|jasmine,tonka bean|australian sandalwood|amber
ylang-ylang-nosy-be,perris-monte-carlo,yellow floral,ylang-ylang|cardamom|grapefruit|lemon,ylang-ylang|jasmine|orange blossom|damask rose,ylang-ylang|vanilla|labdanum|cedar|vetiver|field scabious
balman,pierre-balmain,woody,eucalyptus|lavender|mandarin orange,cardamom|freesia,tonka bean|vanilla|sandalwood|musk
le-prince-charmant,princesse-marina-de-bourbon,citrus,green tea|bergamot|water notes,violet|lavender|orange blossom,musk|cedar|amber
visa-2007,robert-piguet,sweet,white peach|pear|violet leaf|yellow mandarin|bergamot,ylang-ylang|immortelle|orange blossom|rose,vanilla|patchouli|benzoin|leather|sandalwood|oakmoss|vetiver
casbah,robert-piguet,amber,angelica|black pepper|nutmeg,incense|tobacco|orris root,cedar|vetiver
shiso,roger-gallet,citrus,bergamot|orange,shiso|peony,sandalowood
al-kimiya,royal-crown,rose,taif rose|peach blossom|white lily|carnation,bulgarian rose|taif rose|honey|jasmine sambac,agarwood (oud)|sandalwood|myrrh|ambergris
wild-jasmine,the-body-shop,white floral,indian jasmine,violet leaf,white iris
swietenia,the-body-shop,citrus,bitter orange|green mandarin|bergamot,orange blossom|beeswax|mahogany,vanilla|benzoin|cedar
feuilles-de-tabac,miller-harris,aromatic,pine needles|sage|bergamot,pimento|allspice,tobacco|patchouli|tonka bean
la-fumee-alexandrie,miller-harris,rose,litchi|cumin|italian mandarin,turkish rose|incense|geranium|cinnamon,agarwood (oud)|papyrus|birch|sandalwood|amber
la-fumee-intense,miller-harris,aromatic,incense|elemi|lavender,cardamom|coriander|chamomile|geranium,agarwood (oud)|patchouli
soufflot,miller-harris,nutty,chestnut|hazelnut|green mandarin,honey|cinnamon leaf|jasmine sambac,tobacco|leather|peru balsam|labdanum|siam benzoin|orcanox™|cypriol oil or nagarmotha
andrea-for-her,verset-parfums,musky,orange blossom,musk,vetiver
dublin,thera-cosmeticos,warm spicy,cinammon|blood orange|tangerine,tobacco|myrhh,tonka bean|patchouli
arab-spring,the-fragrance-kitchen,white floral,green notes|calabrian bergamot|lime,white lily|lily-of-the-valley|green tea,white musk|gardenia|birch
smoke-of-god,simone-andreoli,amber,incense|elemi resin|styrax,amyris|absinthe|cashmere wood,incense|leather
vanilla-in-bourbon,scents-of-wood,amber,cinnamon|cardamom|lemon zest,myrrh|gurjan balsam|labdanum,vanilla|guaiac wood|olibanum
police-potion-love-for-her,police,white floral,sea notes|grapefruit|bergamot,tuberose|rose|orange blossom,peach|ambrarome|musk
be-exceptional-gold,s-t-dupont,fresh spicy,black pepper|mandarin orange|geranium,cedar|lavender|pomarose,amber|patchouli|amyris
cigar-iris-de-florence,remy-latour,powdery,bergamot|spicy notes|lemon,violet|lily|black currant,musk|vanilla|jasmine|sandalwood
agua-de-neroli,phebo,citrus,citrus leaves|italian mandarin|sicilian lemon|bergamot,green tea|jasmine,musk|guaiac wood|ambergris|tonka bean
perle-rare-le-rouge,panouge,rose,rhubarb|bergamot|litchi,rose|peony|frankincense,musk|vetiver|cedar|cashmeran
contessa,moresque,vanilla,star anise|nutmeg|pink pepper|bergamot,ylang-ylang|rose|jasmine,tonka bean|vanilla|ambroxan|musk
modern-quartz-men,molyneux,citrus,tangerine|lemon|rosemary|lemon verbena,fig leaf|lavender|cedar|leather,musk|teak wood|guaiac wood|sandalwood
touch-the-rain,mith,floral,peppermint|water notes|water lily|lemon,frangipani|magnolia|jasmine,vetiver|cardamom
sirio,mendittorosa,fruity,apple|rhubarb|white musk,rose|peony|plum,vanilla|cashmeran|amberwood|agarwood (oud)|guaiac wood
talento,mendittorosa,rose,aldehydes|mint,rose|geranium,oakmoss|virginia cedar|indonesian patchouli leaf
sissi,marc-de-la-morandiere,sweet,orange blossom|pineapple|madagascar ylang-ylang|galbanum|marigold|spicy notes,narcissus|jasmine|iris|violet|lily-of-the-valley|rose,oakmoss|peach|musk|sandalwood|vetiver|vanilla|orris|amber|raspberry
dolcelisir,l-erbolario,warm spicy,rum|caramel|orange|bergamot,cinnamon|cacao|sugar cane|immortelle|jasmine|rose|lily-of-the-valley,vanille|benzoin|tonka bean|amber|musk
ginepro-nero,l-erbolario,aromatic,bitter orange|elemi|grapefruit|bergamot,juniper berries|cedar|pink pepper,vetiver|oakmoss|benzoin|patchouli
cardinal,james-heeley,amber,linen|black pepper|baie rose,myrrh|olibanum|french labdanum,amber|patchouli|vetyver
eau-sacree,james-heeley,amber,labdanum,olibanum|rose|patchouli,myrrh|spicy notes|java vetiver oil|musk
osmo-scents-patchouli-noir,il-profvmo,woody,floral notes,patchouli,resin|woodsy notes
rouge-cardinal,herve-gambs-paris,amber,geranium|lavender|orange blossom,incense|patchouli|tonka bean,incense|vanila
club-6,eudora,woody,mint|grapefruit|bergamot,nutmeg|orange blossom,sandalwood|vanilla|oakmoss|accord eudora®
impression-in-black,eudora,fresh spicy,allspice|black pepper|artemisia|grapefruit|bergamot,balsam fir|suede|nutmeg|plum|geranium|coriander,cedar|incense|tobacco|cashmeran|vanilla|maltol|musk|labdanum|patchouli
kiss-me-rosa-marcante,eudora,vanilla,litchi|bergamot|italian lemon,rose|wild strawberry|benzoin,vanilla|cotton candy|musk
night-life-by-esprit-summer-edition-women,esprit,sweet,coconut|pineapple|cyclamen,almond blossom|peony,coconut milk|musk|amber
essenze-javanese-patchouli-eau-de-parfum,ermenegildo-zegna,woody,sicilian bergamot|pink pepper|basil,leather|vetiver|cypriol oil or nagarmotha|labdanum,patchouli|clearwood|cedar|moss
zegna-intenso,ermenegildo-zegna,aromatic,cardamom|lemon|mandarin orange|pink pepper,iris|vetiver|cedar,tonka bean|musk
senso,emanuel-ungaro,amber,plum|peach|grapefruit|bergamot|coriander|mandarin orange,tuberose|ylang-ylang|carnation|jasmine|damask rose|heliotrope|orange blossom|orchid,opoponax|benzoin|amber|cinnamon|musk|sandalwood|tonka bean|cedar|vanilla|patchouli
passionnee,dorin,fruity,lemon|bergamot|grapefruit,cranberry|violet|rose|peach|lily-of-the-valley|iris|coconut|jasmine|orange blossom,vetiver|vanila
l-homme-infini,divine,woody,coriander,vetiver|cedar|black pepper|elemi|oak|agarwood (oud),amber|benzoin
dianoche-ocean,daisy-fuentes,white floral,water notes|mojito|bitter orange,floral notes|tiare flower|jasmine|african orange flower,sandalwood|woody notes|white musk
c-for-women,clive-christian,white floral,cognac|marigold|narcissus|geranium|mandarin orange|bergamot|coriander,tuberose|jasmine|violet|ylang-ylang|rose|incense|orange blossom|leather|osmanthus|patchouli,tonka bean|amber|sandalwood|vanilla|musk|vetiver
coup-de-foudre,bortnikoff,citrus,champaca|sweet orange|bergamot|lemon|jasmine|grapefruit,ylang-ylang|green tea|pine tree|sandalwood|tuberose|agarwood (oud)|rose|black pepper|carnation|lily-of-the-valley,tolu balsam|turmeric|benzoin|cinnamon|vanilla|guaiac wood|labdanum
acqua-classica-di-parma,borsari,citrus,citruses|orange|lime|bergamot,rosemary|geranium|basil,ginger|sandalwood|ivy|oak|musk
bogner-woman-no-1,bogner,amber,citruses|bergamot,narcissus|vetiver|jasmine|rose,amber|vanilla
paloma-picasso-eau-de-toilette,paloma-picasso,aromatic,aldehydes|coriander|bergamot|lemon|neroli,may rose|hyacinth|mimosa|lily-of-the-valley|jasmine,oakmoss|civet|vetiver|musk|sandalwood|amber
